reg_seq,latitude,longitude,altitude,velocity,direction,position_fix,satelites,equ_no,dev_id,evnt_dt,cre_dt,cntr_dup,wk_id,y_blk,y_bay,y_row,y_tier,long_cut,latt_cut
21777,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:10:21Z,2021-11-01T05:24:26Z,"","","",,,,345,434
22082,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:10:22Z,2021-11-01T05:24:28Z,"","","",,,,345,434
22293,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:10:23Z,2021-11-01T05:24:29Z,"","","",,,,345,434
22501,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:10:24Z,2021-11-01T05:24:30Z,"","","",,,,345,434
22727,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:10:25Z,2021-11-01T05:24:31Z,"","","",,,,345,434
23010,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:10:26Z,2021-11-01T05:24:32Z,"","","",,,,345,434
23286,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:10:27Z,2021-11-01T05:24:33Z,"","","",,,,345,434
23466,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:10:28Z,2021-11-01T05:24:34Z,"","","",,,,345,434
23657,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:10:29Z,2021-11-01T05:24:35Z,"","","",,,,345,434
23979,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:10:30Z,2021-11-01T05:24:37Z,"","","",,,,345,434
24209,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:10:31Z,2021-11-01T05:24:38Z,"","","",,,,345,434
24398,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:10:32Z,2021-11-01T05:24:39Z,"","","",,,,345,434
24627,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:10:33Z,2021-11-01T05:24:40Z,"","","",,,,345,434
24919,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:10:34Z,2021-11-01T05:24:42Z,"","","",,,,345,434
25112,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:10:35Z,2021-11-01T05:24:43Z,"","","",,,,345,434
25404,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:10:36Z,2021-11-01T05:24:45Z,"","","",,,,345,434
25705,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:10:37Z,2021-11-01T05:24:46Z,"","","",,,,345,434
25842,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:10:38Z,2021-11-01T05:24:47Z,"","","",,,,345,434
26115,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:10:39Z,2021-11-01T05:24:49Z,"","","",,,,345,434
26324,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:10:40Z,2021-11-01T05:24:50Z,"","","",,,,345,434
26549,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:10:41Z,2021-11-01T05:24:52Z,"","","",,,,345,434
26891,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:10:42Z,2021-11-01T05:24:54Z,"","","",,,,345,434
27108,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:10:43Z,2021-11-01T05:24:55Z,"","","",,,,345,434
27326,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:10:44Z,2021-11-01T05:24:57Z,"","","",,,,345,434
27516,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:10:45Z,2021-11-01T05:24:58Z,"","","",,,,345,434
27900,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:10:46Z,2021-11-01T05:25:00Z,"","","",,,,345,434
28069,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:10:47Z,2021-11-01T05:25:00Z,"","","",,,,345,434
28366,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:10:48Z,2021-11-01T05:25:02Z,"","","",,,,345,434
28542,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:10:49Z,2021-11-01T05:25:02Z,"","","",,,,345,434
28740,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:10:50Z,2021-11-01T05:25:03Z,"","","",,,,345,434
29031,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:10:51Z,2021-11-01T05:25:05Z,"","","",,,,345,434
29254,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:10:52Z,2021-11-01T05:25:06Z,"","","",,,,345,434
29478,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:10:53Z,2021-11-01T05:25:07Z,"","","",,,,345,434
29769,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:10:54Z,2021-11-01T05:25:08Z,"","","",,,,345,434
29998,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:10:55Z,2021-11-01T05:25:09Z,"","","",,,,345,434
30339,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:10:56Z,2021-11-01T05:25:11Z,"","","",,,,345,434
30476,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:10:57Z,2021-11-01T05:25:11Z,"","","",,,,345,434
30704,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:10:58Z,2021-11-01T05:25:12Z,"","","",,,,345,434
31014,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:10:59Z,2021-11-01T05:25:14Z,"","","",,,,345,434
31186,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:11:00Z,2021-11-01T05:25:15Z,"","","",,,,345,434
31456,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:11:01Z,2021-11-01T05:25:16Z,"","","",,,,345,434
31670,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:11:02Z,2021-11-01T05:25:17Z,"","","",,,,345,434
31887,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:11:03Z,2021-11-01T05:25:18Z,"","","",,,,345,434
32179,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:11:04Z,2021-11-01T05:25:20Z,"","","",,,,345,434
32409,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:11:05Z,2021-11-01T05:25:21Z,"","","",,,,345,434
32682,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:11:06Z,2021-11-01T05:25:23Z,"","","",,,,345,434
32837,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:11:07Z,2021-11-01T05:25:24Z,"","","",,,,345,434
33083,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:11:08Z,2021-11-01T05:25:25Z,"","","",,,,345,434
33351,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:11:09Z,2021-11-01T05:25:27Z,"","","",,,,345,434
33590,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:11:10Z,2021-11-01T05:25:28Z,"","","",,,,345,434
33829,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:11:11Z,2021-11-01T05:25:30Z,"","","",,,,345,434
34062,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:11:12Z,2021-11-01T05:25:31Z,"","","",,,,345,434
34289,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:11:13Z,2021-11-01T05:25:32Z,"","","",,,,345,434
34545,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:11:14Z,2021-11-01T05:25:34Z,"","","",,,,345,434
34781,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:11:15Z,2021-11-01T05:25:35Z,"","","",,,,345,434
34994,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:11:16Z,2021-11-01T05:25:36Z,"","","",,,,345,434
35278,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:11:17Z,2021-11-01T05:25:38Z,"","","",,,,345,434
35536,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:11:18Z,2021-11-01T05:25:39Z,"","","",,,,345,434
35774,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:11:19Z,2021-11-01T05:25:40Z,"","","",,,,345,434
36026,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:11:20Z,2021-11-01T05:25:41Z,"","","",,,,345,434
36251,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:11:21Z,2021-11-01T05:25:43Z,"","","",,,,345,434
36450,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:11:22Z,2021-11-01T05:25:43Z,"","","",,,,345,434
36752,35.1095695,129.0938873,11,0,0,4,12,YT392,S01228446592,2021-10-31T19:11:23Z,2021-11-01T05:25:45Z,"","","",,,,345,434
